address1,resource_id,resource_name,address2,city,state,zip,county,phone,fax,tty,toll_free,hotline,email,web_page,facebook_name,facebook_url,twitter,short_description
534 W. Catalpa St.,33538,"Ozarks Genealogical Society, Inc. (OGS)",P.O. Box 3945,Springfield,MO,65808-3945,GREENE COUNTY,417-831-2773,,,,,ogs@ozarksgs.org,www.ozarksgs.org,Ozarks Genealogical Society,https://www.facebook.com/ozarksgs,,Ozarks Genealogical Society is the premier resource for genealogical research and learning opportunities through their extensive book collection of regional and county records covering southwest Missouri at the OGS Library and the Library Center.
P.O. Box 14572,444556,Ozarks Green Building Coalition,,Springfield,MO,65814,,,,,,,zmiller@murney.com,www.ozarksgreenbuilding.org,Ozarks Green Building Coalition,https://www.facebook.com/ozarksgreenbuilding,,"Serves as a clearinghouse for information about local green resources and a coalition of regional green building organizations, professionals and interested members of the public. Meets monthly."
P.O. Box 3195,54251,Ozarks Health Advocacy Foundation,,Springfield,MO,65808,GREENE COUNTY,417-885-9155,,,,,mwitthar@itifinancialmgt.com,www.ohaf.org,,,,"Dedicated to enhancing the quality of life in southwest Missouri by providing support to area non-profit agencies addressing children's critical physical, mental and dental health needs in the Ozarks."
5741 E. Meadowmere,33539,"Ozarks Kennel Club, Inc.",,Springfield,MO,65809,Greene,417-234-6141,,,,,wicklowsetters@gmail.com,www.ozarkskennelclub.org,Ozarks Kennel Club,https://www.facebook.com/pages/Ozarks-Kennel-Club/476569925787688?ref=br_tf,,Promotes purebred dogs and holds a four-day dog show annually.
"c/o Meyer Library, Missouri State University",33945,Ozarks Labor Union Archives (OLUA),901 S. National Ave.,Springfield,MO,65897,GREENE COUNTY,417-836-4298,417-836-4764,,,,archives@missouristate.edu,www.library.missouristate.edu/archives,,,,"Missouri's largest repository of records documenting labor union history in the Ozarks; more than 2,000 linear feet of records, photographs, oral histories and ephemeral items."
397 E. Central St.,24622,Ozarks Literacy Council,Midtown Carnegie Branch Library (Lower Level),Springfield,MO,65802,GREENE COUNTY,417-616-0505,417-831-3555,,,,blucas@ozarksliteracy.org,www.ozarksliteracy.org,Ozarks Literacy Council,https://www.facebook.com/ozarksliteracycouncil,@OzarksLiteracy,Raises awareness and promotes literacy by offering free services to children and adults in southwest Missouri.
424 W. Commercial,33542,Ozarks Model Railroad Association,,Springfield,MO,65803-2650,GREENE COUNTY,417-664-4208,,,,,omrashows@gmail.com,www.omraspringfield.org,,,,"Dedicated to the development, promotion and enjoyment of the art and craft of model railroading."
c/o Ultramax,53751,Ozarks Multi-Sport Club,1254 E. Republic Road,Springfield,MO,65804,GREENE COUNTY,417-890-7200,,,,,ericj076@gmail.com,www.go-omc.com,Ozarks Multisport Club,https://www.facebook.com/OzarksMultisportClub,@omctweets,"Provides education, support and training opportunities for those who want to challenge themselves with multi-sport events such as triathlons and adventure races."
4741 S. Glenn Ave.,33261,Ozarks Needleworkers Chapter of the Embroiderers Guild of America,,Springfield,MO,65810,GREENE COUNTY,417-224-5624,,,,,ozarksneedleworkers@gmail.com,,,,,Promotes interest in embroidery and needlework. Provides information on needleworking techniques and materials; teaches classes.
901 S. National Ave.,33546,Ozarks Public Television (OPT),Strong Hall 100,Springfield,MO,65897,GREENE COUNTY,417-836-3500,417-836-3569,,1-866-684-5695,,mail@optv.org,www.optv.org,,,,Provides informative and entertaining television programming.
417 S. Jefferson Ave.,53738,Ozarks Regional YMCA -- Corporate Office,,Springfield,MO,65806,GREENE COUNTY,417-862-8962,417-862-4004,,,,corporatemembership@orymca.org,www.orymca.org,Ozarks Regional YMCA,https://www.facebook.com/orymca1,,"Promotes life-enriching activities for youth, teens, adults, and older adults through fitness centers, aquatics, sports, childcare and community development; operates Camp Wakonda Resident Camp and eight YMCA branches."
,33785,Ozarks Romance Authors,,,,,GREENE COUNTY,,,,,,OzarksRomanceAuthors@gmail.com,www.Ozarks-Romance-Authors.com,Ozarks Romance Authors,https://www.facebook.com/OzarksRomanceAuthors,@OzarksRomance,"Founded in 1987, the group stimulates and supports interest in the art of fiction writing. ORA is the perfect home for romance writers, but welcomes authors of all genres as the fundamentals of good writing remain the same. Meets the first Saturday of each month at the Library Station."
3848 S. Farm Road 93,33528,Ozarks Steam Engine Association (OSEA),,Republic,MO,65738,GREENE COUNTY,417-732-7136,,,,,bjstark@missouristate.edu,www.steamorama.com,Ozarks Steam Engine Association,https://www.facebook.com/OzarksSteamEngineAssociation,,"Restores, shows and demonstrates antique steam engines, gas tractors, gas engines and other antiques; holds a steam engine show at OSEA Grounds, 7175 W. Farm Road 170, Republic, Mo."
901 S. National Ave.,33799,"Ozarks Studies Institute, Missouri State University",,Springfield,MO,65897,GREENE COUNTY,417-836-4804,,,,,KrisSutliff@missouristate.edu,www.ozarksstudies.missouristate.edu,,,,Studies and preserves the culture and history of the Ozarks region.
3818 S. Farm Road 103,33549,Ozarks Table Tennis Club,,Brookline Station,MO,65619,GREENE COUNTY,417-890-8092,,,,,epcotmagic@aol.com,www.ozarkstabletennisclub.org,,,,"For table tennis (ping pong) enthusiasts of all ages and levels, playing weekly at the O'Reilly-Tefft Gymnasium at 1438 E. Pythian."
1001 E. Chestnut Expressway,33550,Ozarks Technical Community College,,Springfield,MO,65802,GREENE COUNTY,417-447-7500,,417-447-8195,,,ask@otc.edu,www.otc.edu,Ozarks Technical Community College,https://www.facebook.com/ozarkstech,@otcedu,"Promotes student learning through accessible, high quality, affordable workforce training, and technical and general education that is responsive to the educational needs of the community and its diverse constituencies."
221 Graff Hall,33303,Ozarks Technical Community College: Adult Education and Literacy,725 E. Bob Barker Blvd.,Springfield,MO,65802,GREENE COUNTY,417-447-8860,417-447-8863,,,,ael@otc.edu,www.otc.edu/adulteducation.php.,,,,"Provides classes and tutoring in adult basic education and literacy, HSE test preparation and English as a Second Language."
7476 Quince Lane,33551,Ozarks Whittlers And Woodcarvers,,Webb City,MO,64870,GREENE COUNTY,417-439-2780,,,,,ozark_wcarvers@yahoo.com,,Ozark Whittlers And Wood Carvers,https://www.facebook.com/ozarkwhittlers,,Promotes and preserves the art of woodcarving.
P.O. Box 114,33530,Ozarks Writers League (OWL),,Farmington,AR,72730,,,,,,,ozarkswritersleague@gmail.com,www.ozarkswritersleague.com,Ozarks Writers League,https://www.facebook.com/groups/ozarkswritersleague/,,"Informs, educates and entertains professional and amateur writers, photographers and artists who live in the Ozarks; meets four times a year at the College of the Ozarks."
600 S. Jefferson Ave.,33555,Parenting Life Skills Center (PLSC) - A Great Circle Agency,,Springfield,MO,65806,GREENE COUNTY,417-831-9596,417-831-7423,,,,gary.johnson@great-circle.org,www.greatcircle.org,,,,"Serves families by teaching life skills through home visitations, and parent education in a caring, nurturing and accessible environment to promote self-worth and quality of life."
1359 E. St. Louis St.,33553,"Parent-Teacher Association, Springfield Council (PTA)",,Springfield,MO,65802,GREENE COUNTY,417-523-0000 or 417-861-9382,,,,,president@scptamo.com,www.scptamo.com,Springfield Council of PTAs,https://www.facebook.com/SCPTAs,,Serves as a clearing house for PTA units in local schools and operates a clothing bank for children who are enrolled in a Springfield Public School and are receiving free or reduced lunches.
P.O. Box 50595,33545,Parkinson's Group of the Ozarks,,Springfield,MO,65805,GREENE COUNTY,417-269-3617,,,,,info@parkinsonsgroup.org,www.parkinsonsgroup.org,Parkinson's Group of the Ozarks,https://www.facebook.com/ParkinsonsGroup,,"Educates, supports research and improves the quality of life for persons affected by Parkinson's disease."
3919 S. Park Lane,33557,Parkwest Village Homeowners' Association,,Springfield,MO,65807,GREENE COUNTY,417-883-6731,,,,,dkerr@o3c.net,,,,,Promotes the interests of the residents of Parkwest Village subdivision.
2514 N. Clayton Ave.,33558,Parkwood Survival Association and Improvement District,,Springfield,MO,65803,GREENE COUNTY,417-865-8510,,,,,,,,,,Promotes the interests of the residents of Parkwood subdivision.
,34085,Peace Network of the Ozarks,,,,,GREENE COUNTY,,,,,,,,Peace Network of the Ozarks,https://www.facebook.com/groups/410840125600814/,,Committed to the promotion of world peace with justice through active participation in the democratic process in nonviolent and peaceful ways.
P.O. Box 9462,52673,"Pet Therapy of the Ozarks, Inc.",,Springfield,MO,65801-9462,GREENE COUNTY,417-883-2066,,,,,pettherapyoftheozarks@yahoo.com,www.pettherapyozarks.org,,,,"Provides medical, emotional and educational therapy through the use of trained and evaluated pets; volunteers take their own dogs, cats and birds to visit patients in area hospitals and care facilities, and students in area schools."
P.O. Box 1752,ss,PFLAG-Springfield,,Springfield,MO,65801-1752,,417-350-5300,,,,,pflagoftheozarks@gmail.com,www.pflag-springfield.org,PFLAG Springfield,https://www.facebook.com/groups/138181975848/,,"Provides support for families, allies and people who are LGBTQ; educates about the unique issues and challenges facing people who are LGBTQ; advocates in our communities to change attitudes and create policies and laws that achieve full equality for people who are LGBTQ. Meets 3 p.m., the third Sunday of each month at National Avenue Christian Church, 1515 S. National Ave."
P.O. Box 1356,33560,Phelps Neighborhood Association,,Springfield,MO,65801-1356,GREENE COUNTY,417-864-5756,,,,,pna@phelpsneighborhood.org,www.phelpsneighborhood.org,,,,"Promotes, protects and enhances the quality of life in the Phelps Grove neighborhood."
6242 S. Woodside Circle,33561,Pink Dogwood Garden Club,,Ozark,MO,65721,GREENE COUNTY,417-881-6499,,,,,eplaczek@sbcglobal.net,,,,,"Encourages creativity in gardening, plants Pink Dogwood trees and maintains the White Garden at the Springfield Botanical Center. New members welcome."
2574 E. Bennett St.,33975,Plaid Door Junior League Resale Shop,,Springfield,MO,65804,GREENE COUNTY,417-887-9422,,,,,jls@jlspringfield.org,www.JLspringfield.org,Plaid Door,https://www.facebook.com/PlaidDoor,,Sells quality pre-owned and new clothing donated to raise funds for charitable causes.
626 E. Battlefield Road,33699,Planned Parenthood of Southwest Missouri,,Springfield,MO,65807,GREENE COUNTY,417-883-3800,417-883-3994,,,,ppswmo@gmail.com,www.ppslr.org,Planned Parenthood of Southwest Missouri,https://www.facebook.com/ppswmo,@ppswmo,"Provides health services that give individuals the power and the ability to take control of their lives, their health and their future. Works in public policy to empower individuals to take action to influence local, state and federal elected officials to protect and advance access to reproductive health services."
1602 E. Dale St.,34087,"Plymouth Owners Club, Inc., Missouri ""Show-Me"" Region ",,Springfield,MO,65803,GREENE COUNTY,417-865-1318,,,,,furyon66@earthlink.net,www.plymouthbulletin.com,,,,Preserves and promotes Plymouth and Fargo vehicles more than 25 years old.
Southwest Center for Independent Living,33563,Post Polio Support Group,2864 S. Nettleton Ave.,Springfield,MO,65807,GREENE COUNTY,417-886-1188,417-886-3619,417-886-1188,1-800-676-7245,,scil@swcil.org,www.swcil.org,Southwest Center for Independent Living,https://www.facebook.com/southwestcenterforindependentliving,@swcil_sgf,Provides education and a support group.
2626 W. College Road,47622,Preferred Family Healthcare,,Springfield,MO,65802,GREENE COUNTY,417-862-1753,417-869-1625,video phone for deaf and hard of hearing: 417-429-2975,,,,www.aoinc.org,,,,"Provides a wide array of social services, including employment services, individual living services for people with developmental disabilities, foster youth services and substance abuse treatment services throughout southern Missouri."
"1342 E. Primrose St., Suite C",52924,Pregnancy Care Center,,Springfield,MO,65804,GREENE COUNTY,417-877-0800,417-877-0830,,1-866-677-0800,,info@417choices.com,417choices.com,Springfield Pregnancy Care Center,https://www.facebook.com/SpringfieldPregnancyCareCenter,@SpringfieldPCC,"Provides pregnancy testing and confirmation of pregnancy through ultrasound. Other services include ongoing mentoring, parenting and adoption preparation, labor and birth classes, relationship enhancement workshops, and nutrition and lactation consultation."
2612 E. Linwood,ff,Project Linus,,Springfield,MO,65804,GREENE,417-886-0392,,,,,diane318@sbcglobal.net,www.orgsites.com/mo/net,,,,"Provides handmade blankets for children, as well as weighted blankets for children with autism spectrum disorder."
4205 S. Quail Creek Ave.,33569,Quail Creek Property Owners Association,,Springfield,MO,65810,GREENE COUNTY,417-889-2304,,,,,grapette93@att.net,,,,,Promotes the interests of the residents of Quail Creek subdivision.
2228 S. Delaware Ave.,102616D,Queen City Beard & Mustache Federation,,Springfield,MO,65804,GREENE,417-987-8448,,,,,queencitybeards@gmail.com,www.queencitybeards.com,Queen City Beard & Mustache Federation,https://www.facebook.com/queencitybeards/,,"Simply put, we are about growing hair and growing charities. Incredible friendships and lots of laughs are the by-products of our community work."
